Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2020,18,Nayarit,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,1,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0,0,0,0,1,,
2020,18,Nayarit,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo a negocio,Con violencia,7,3,4,3,1,1,2,3,7,2,,
2020,18,Nayarit,El patrimonio,Robo,Robo a negocio,Sin violencia,17,5,24,6,13,9,7,2,4,6,,
2020,18,Nayarit,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de ganado,Sin violencia,1,0,0,0,1,2,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,1,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,El patrimonio,Robo,Otros robos,Con violencia,3,4,4,1,1,0,2,1,3,2,,
2020,18,Nayarit,El patrimonio,Robo,Otros robos,Sin violencia,12,10,10,6,13,6,7,7,9,5,,
2020,18,Nayarit,El patrimonio,Fraude,Fraude,Fraude,23,22,10,9,23,13,7,6,6,8,,
2020,18,Nayarit,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,4,1,2,1,3,1,1,1,6,2,,
2020,18,Nayarit,El patrimonio,Extorsión,Extorsión,Extorsión,0,0,0,0,1,2,0,2,0,1,,
2020,18,Nayarit,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,12,10,8,6,4,4,4,9,9,9,,
2020,18,Nayarit,El patrimonio,Despojo,Despojo,Despojo,4,3,0,1,4,1,1,1,7,4,,
2020,18,Nayarit,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,0,0,0,0,0,0,0,1,,
2020,18,Nayarit,La familia,Violencia familiar,Violencia familiar,Violencia familiar,60,97,82,49,48,68,64,74,81,93,,
2020,18,Nayarit,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,35,44,44,18,3,10,10,16,19,35,,
2020,18,Nayarit,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,1,0,1,0,1,1,1,1,2,,
2020,18,Nayarit,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,0,2,1,0,0,0,2,2,3,,
2020,18,Nayarit,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,2,0,1,2,0,,
2020,18,Nayarit,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,1,0,1,0,0,0,1,1,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,18,16,13,5,7,10,14,13,14,8,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,3,9,4,8,5,7,2,6,6,9,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,1,3,0,1,2,1,2,3,1,2,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,0,1,0,0,0,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,0,0,0,1,2,0,0,0,0,1,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,0,0,1,0,0,1,0,0,2,0,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,2,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,1,0,0,5,1,1,0,0,3,2,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,0,0,0,0,0,0,,
2020,18,Nayarit,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,49,39,74,35,49,74,67,53,64,59,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,53,65,66,63,69,70,49,59,55,48,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,6,1,3,5,6,4,7,9,5,3,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,8,7,11,8,3,13,4,6,10,8,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,42,38,43,39,27,32,34,43,29,44,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,4,3,4,3,4,6,2,6,2,3,,
2020,19,Nuevo León,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,43,41,44,54,52,45,29,25,44,36,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,43,44,44,38,33,53,45,48,48,54,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,203,313,209,136,107,189,182,249,282,299,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,1,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,1,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,133,161,109,63,56,104,76,119,127,140,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,3,3,2,2,0,0,0,1,0,6,,
2020,19,Nuevo León,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,5,3,2,2,1,1,2,3,4,2,,
2020,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,1,1,0,3,2,1,0,1,1,,
2020,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,2,3,2,2,2,2,1,0,3,4,,
2020,19,Nuevo León,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La vida y la Integridad corporal,Aborto,Aborto,Aborto,8,8,6,10,13,7,5,10,5,15,,
2020,19,Nuevo León,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,2,9,17,15,25,36,40,24,19,25,,
2020,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,2,3,1,1,1,0,3,1,2,1,,
2020,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,1,0,0,0,,
2020,19,Nuevo León,Libertad personal,Rapto,Rapto,Rapto,11,11,6,4,6,8,8,8,9,16,,
2020,19,Nuevo León,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,180,150,156,127,177,177,180,184,215,196,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,84,123,156,64,82,92,123,103,130,105,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,20,49,57,27,32,34,27,38,48,48,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,3,10,2,2,4,3,3,4,2,6,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,65,75,94,44,56,60,59,81,69,62,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,18,34,29,28,25,30,26,29,30,29,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,0,0,0,0,1,0,,
2020,19,Nuevo León,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,38,58,73,48,68,64,59,69,61,79,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Con violencia,26,25,29,18,21,21,21,13,25,27,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a casa habitación,Sin violencia,206,281,190,153,158,177,139,151,212,189,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,50,46,37,25,27,37,27,26,45,40,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,89,97,103,79,102,79,90,88,119,145,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,3,0,1,4,4,6,10,8,2,4,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,9,15,19,19,22,27,33,31,38,21,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de vehículo automotor,Robo de embarcaciones pequeñas y grandes Sin violencia,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,1,0,0,0,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de autopartes,Sin violencia,8,18,14,10,7,7,10,9,4,2,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Con violencia,19,12,19,15,11,21,14,20,1,6,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transportista,Sin violencia,41,34,46,45,35,42,44,43,12,3,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,61,73,64,49,46,37,42,48,62,51,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,37,30,21,24,29,21,15,21,24,22,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,12,22,22,7,18,18,18,14,19,14,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,39,33,22,19,14,27,23,24,32,23,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Con violencia,6,2,2,6,4,5,2,4,9,6,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,2,1,3,0,1,2,2,1,1,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,2,1,0,1,1,1,2,1,5,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,2,0,0,0,1,1,1,0,0,2,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Con violencia,5,3,4,2,2,0,2,0,6,4,,
2020,19,Nuevo León,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,1,1,1,1,1,0,1,0,1,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,0,1,1,2,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,0,1,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Con violencia,73,83,51,68,62,62,61,62,67,36,,
2020,19,Nuevo León,El patrimonio,Robo,Robo a negocio,Sin violencia,121,117,104,123,100,103,87,95,113,120,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Con violencia,0,1,0,0,0,0,0,1,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de ganado,Sin violencia,10,6,5,5,9,14,9,7,7,12,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Con violencia,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de herramienta industrial o agrícola Sin violencia,1,1,0,0,0,0,0,0,1,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Con violencia,0,0,0,0,1,0,0,0,0,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,Robo de tractores Sin violencia,0,0,2,1,0,0,2,1,1,0,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0,0,0,0,0,0,0,0,0,1,,
2020,19,Nuevo León,El patrimonio,Robo,Robo de maquinaria,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",2,2,0,1,1,1,4,3,5,5,,
2020,19,Nuevo León,El patrimonio,Robo,Otros robos,Con violencia,8,5,5,10,7,6,7,11,11,21,,
2020,19,Nuevo León,El patrimonio,Robo,Otros robos,Sin violencia,665,671,724,515,511,519,488,549,509,598,,
2020,19,Nuevo León,El patrimonio,Fraude,Fraude,Fraude,272,328,247,124,108,244,200,266,300,421,,
2020,19,Nuevo León,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,61,89,49,24,25,62,49,86,83,89,,
2020,19,Nuevo León,El patrimonio,Extorsión,Extorsión,Extorsión,40,35,32,28,30,36,38,20,27,29,,
2020,19,Nuevo León,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,484,777,450,198,170,325,275,399,547,524,,
2020,19,Nuevo León,El patrimonio,Despojo,Despojo,Despojo,79,99,51,33,49,111,95,113,107,113,,
2020,19,Nuevo León,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,6,6,2,2,5,6,6,10,11,14,,
2020,19,Nuevo León,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1312,1258,1670,1195,1356,1569,1529,1709,1838,1734,,
2020,19,Nuevo León,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,45,49,41,11,10,21,26,39,48,54,,
2020,19,Nuevo León,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,431,416,465,357,369,455,436,577,536,485,,
2020,19,Nuevo León,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,15,10,22,13,15,14,4,19,24,14,,
2020,19,Nuevo León,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,1,6,3,7,5,1,2,3,7,,
2020,19,Nuevo León,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,1,6,1,0,0,0,0,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,272,284,331,375,305,279,245,340,397,368,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,248,412,241,163,151,202,169,332,392,431,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,12,20,20,17,19,18,17,25,21,28,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,0,1,0,0,1,0,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,27,26,17,7,10,8,8,18,14,13,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,91,116,74,29,33,87,69,82,93,123,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0,0,0,0,0,0,0,0,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,188,154,128,141,174,267,90,211,296,340,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,1,1,0,0,2,1,4,3,0,2,,
2020,19,Nuevo León,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,249,390,238,142,154,185,176,249,285,349,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,82,35,66,57,60,46,50,46,37,48,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,6,12,6,5,7,7,6,17,7,11,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,3,7,9,8,8,3,6,7,6,7,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,2,2,3,1,1,0,0,0,0,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,0,0,1,0,0,3,0,1,1,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,53,41,50,31,37,25,22,39,31,35,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,20,30,29,40,23,22,17,35,27,27,,
2020,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,7,3,10,4,3,1,3,4,3,1,,
2020,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,24,15,14,24,16,30,23,18,16,16,,
2020,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,24,29,36,20,27,28,28,36,35,25,,
2020,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,303,323,383,276,297,228,236,238,279,262,,
